AirportCode,CityCode,CountryCode,LocationType,Latitude,Longitude,TimeZoneId,UtcOffset,Names
SMX,SMX,US,Airport,34.8989,-120.4575,America/Los_Angeles,-7.0,Santa Maria
SNA,SNA,US,Airport,33.6756,-117.8683,America/Los_Angeles,-7.0,"Santa Ana (Orange County) - John Wayne
International, CA"
SNN,SNN,IE,Airport,52.7019,-8.9247,Europe/Dublin,1.0,Shannon
SNU,SNU,CU,Airport,22.4922,-79.9436,America/Havana,-4.0,Santa Clara
SOC,SOC,ID,Airport,-7.5161,110.7569,Asia/Jakarta,7.0,Surakarta
SOF,SOF,BG,Airport,42.6953,23.4061,Europe/Sofia,3.0,Sofia
SPC,SPC,ES,Airport,28.6264,-17.7556,Atlantic/Canary,1.0,Santa Cruz de la Palma - La Palma
SPI,SPI,US,Airport,39.8442,-89.6778,America/Chicago,-5.0,"Springfield, Illinois"
SPN,SPN,,Airport,15.1189,145.7294,Pacific/Saipan,10.0,Saipan International
SPU,SPU,HR,Airport,43.5389,16.2981,Europe/Zagreb,2.0,Split
SRG,SRG,ID,Airport,-6.9714,110.3742,Asia/Jakarta,7.0,Semarang
SRQ,SRQ,US,Airport,27.3956,-82.5544,America/New_York,-4.0,Sarasota/Bradenton
SSA,SSA,BR,Airport,-12.9111,-38.3311,America/Belem,-3.0,Salvador
SSG,SSG,GQ,Airport,3.7553,8.7086,Africa/Malabo,1.0,Malabo
SSH,SSH,EG,Airport,27.9772,34.395,Africa/Cairo,2.0,Sharm El Sheikh
STI,STI,DO,Airport,19.4061,-70.6047,America/Santo_Domingo,-4.0,Santiago Cibao Intl
STL,STL,US,Airport,38.7486,-90.37,America/Chicago,-5.0,"Saint Louis - Lambert-St Louis Intl, MO"
STN,LON,GB,Airport,51.88277778,0.233888889,Europe/London,1.0,London-Stansted
STR,STR,DE,Airport,48.69,9.2219,Europe/Berlin,2.0,Stuttgart - Echterdingen
STS,STS,US,Airport,38.5106,-122.8103,America/Los_Angeles,-7.0,Santa Rosa
STT,SNP,US,Airport,18.3372,-64.9733,America/St_Thomas,-4.0,Saint Thomas Island
STV,STV,IN,Airport,21.1142,72.7417,Asia/Kolkata,5.5,Surat
STW,STW,RU,Airport,45.1092,42.1128,Europe/Moscow,3.0,Stavropol
SUB,SUB,ID,Airport,-7.3797,112.7869,Asia/Jakarta,7.0,Surabaya
SUF,SUF,IT,Airport,38.9083,16.2417,Europe/Rome,2.0,Lamezia Terme
SUN,SUN,US,Airport,43.5056,-114.2972,America/Denver,-6.0,Hailey
SVG,SVG,NO,Airport,58.8767,5.6378,Europe/Oslo,2.0,Stavanger
SVO,MOW,RU,Airport,55.9728,37.4147,Europe/Moscow,3.0,Moscow
SVQ,SVQ,ES,Airport,37.4181,-5.8931,Europe/Madrid,2.0,Seville
SVX,SVX,RU,Airport,56.7431,60.8028,Asia/Yekaterinburg,5.0,Ekaterinburg - Koltsovo Int'l
SVZ,SVZ,VE,Airport,7.8408,-72.4397,America/Caracas,-4.0,San Antonio
SWA,SWA,CN,Airport,23.4275,116.7625,Asia/Shanghai,8.0,Shantou
SXB,SXB,FR,Airport,48.5419,7.6344,Europe/Paris,2.0,Strasbourg
SXF,BER,DE,Airport,52.3786,13.5206,Europe/Berlin,2.0,Berlin - Schoenefeld
SXM,SXM,SX,Airport,18.0408,-63.1089,America/Lower_Princes,-4.0,St Maarten Princess Juliana Internation
SXR,SXR,IN,Airport,33.9872,74.7742,Asia/Kolkata,5.5,Srinagar
SYD,SYD,AU,Airport,-33.9461,151.1772,Australia/Sydney,10.0,Sydney - Kingsford Smith International
SYO,SYO,JP,Airport,38.8122,139.7872,Asia/Tokyo,9.0,Shonai
SYR,SYR,US,Airport,43.1111,-76.1064,America/New_York,-4.0,"Syracuse - Hancock International, NY"
SYX,SYX,CN,Airport,18.3028,109.4122,Asia/Shanghai,8.0,Sanya
SYZ,SYZ,IR,Airport,29.5403,52.5886,Asia/Tehran,4.5,Shiraz
SZF,SZF,TR,Airport,41.2544,36.5672,Europe/Istanbul,3.0,Samsun
SZG,SZG,AT,Airport,47.7933,13.0044,Europe/Vienna,2.0,Salzburg - W.A. Mozart
SZK,SZK,ZA,Airport,-24.9644,31.5906,Africa/Johannesburg,2.0,Skukuza
SZX,SZX,CN,Airport,22.63916667,113.8105556,Asia/Shanghai,8.0,Shenzhen
SZZ,SZZ,PL,Airport,53.5847,14.9022,Europe/Warsaw,2.0,Szczecin
TAB,TAB,TT,Airport,11.1497,-60.8322,America/Port_of_Spain,-4.0,Tobago
TAE,TAE,KR,Airport,35.8942,128.6589,Asia/Seoul,9.0,Daegu
TAK,TAK,JP,Airport,34.2142,134.0156,Asia/Tokyo,9.0,Takamatsu
TAM,TAM,MX,Airport,22.2964,-97.8658,America/Mexico_City,-5.0,Tampico
TAO,TAO,CN,Airport,36.2661,120.3744,Asia/Shanghai,8.0,Qingdao
TAS,TAS,UZ,Airport,41.2578,69.2811,Asia/Tashkent,5.0,Tashkent
TBS,TBS,GE,Airport,41.6692,44.9547,Asia/Tbilisi,4.0,Tbilisi
TBU,TBU,TO,Airport,-21.2444,-175.1436,Pacific/Tongatapu,13.0,Nuku'Alofa Fua'Amotu International
TBZ,TBZ,IR,Airport,38.1339,46.235,Asia/Tehran,4.5,Tabriz
TCZ,TCZ,CN,Airport,24.9378,98.4856,Asia/Urumqi,6.0,Tengchong Tuofeng
TDX,PHS,TH,Airport,12.2744,102.3189,Asia/Bangkok,7.0,Trat
TER,TER,PT,Airport,38.7619,-27.0908,Atlantic/Azores,0.0,Terceira Lajes
TET,TET,MZ,Airport,-16.1047,33.6403,Africa/Maputo,2.0,Tete Matunda
TEZ,TEZ,IN,Airport,26.7067,92.7783,Asia/Kolkata,5.5,Tezpur
TFS,TCI,ES,Airport,28.0444,-16.5725,Atlantic/Canary,1.0,Tenerife Sur
TGD,TGD,ME,Airport,42.3594,19.2519,Europe/Podgorica,2.0,Podgorica
TGG,TGG,MY,Airport,5.3814,103.1047,Asia/Kuala_Lumpur,8.0,Kuala Terengganu - Sultan Mahmood
TGO,TGO,CN,Airport,43.5575,122.2,Asia/Shanghai,8.0,Tongliao
TGU,TGU,HN,Airport,14.0608,-87.2172,America/Tegucigalpa,-6.0,Tegucigalpa
TGZ,TGZ,MX,Airport,16.5619,-93.0261,America/Mexico_City,-5.0,Tuxtla Gutierrez - Llano San Juan
THE,THE,BR,Airport,-5.06,-42.8236,America/Belem,-3.0,Teresina
THS,THS,TH,Airport,17.2378,99.8183,Asia/Bangkok,7.0,Sukhothai
TIA,TIA,AL,Airport,41.415,19.7208,Europe/Tirane,2.0,Tirana - Mother Teresa Apt. Rinas
TIJ,TIJ,MX,Airport,32.5411,-116.9703,America/Tijuana,-7.0,Tijuana
TIR,TIR,IN,Airport,13.6325,79.5433,Asia/Kolkata,5.5,Tirupati
TIV,TIV,ME,Airport,42.4047,18.7233,Europe/Podgorica,2.0,Tivat
TKK,TKK,FM,Airport,7.4619,151.8431,Pacific/Chuuk,10.0,Chuuk International
TKS,TKS,JP,Airport,34.1328,134.6067,Asia/Tokyo,9.0,Tokushima
TKU,TKU,FI,Airport,60.5142,22.2628,Europe/Helsinki,3.0,Turku
TLH,TLH,US,Airport,30.3917,-84.3497,America/New_York,-4.0,Tallahassee
TLL,TLL,EE,Airport,59.4133,24.8325,Europe/Tallinn,3.0,Tallinn
TLN,TLN,FR,Airport,43.0972,6.1461,Europe/Paris,2.0,Toulon/Hyeres Le Palyvestr
TLS,TLS,FR,Airport,43.635,1.3678,Europe/Paris,2.0,Toulouse - Blagnac
TLV,TLV,IL,Airport,32.0072,34.8806,Asia/Jerusalem,3.0,Tel Aviv - Ben Gurion
TMP,TMP,FI,Airport,61.46388889,23.73888889,Europe/Helsinki,3.0,Tampere
TMS,TMS,ST,Airport,0.3781,6.7122,Africa/Sao_Tome,0.0,Sao Tome
TNA,TNA,CN,Airport,36.8572,117.2161,Asia/Urumqi,6.0,Jinan Yaoqiang Intl
TNG,TNG,MA,Airport,35.7269,-5.9169,Africa/Casablanca,1.0,Tangier
TNH,TNH,CN,Airport,42.2531,125.7044,Asia/Urumqi,6.0,Tonghua Sanyuanpu
TNR,TNR,MG,Airport,-18.7969,47.4789,Indian/Antananarivo,3.0,Antananarivo
TOF,TOF,RU,Airport,56.3858,85.2133,Asia/Novosibirsk,7.0,Tomsk
TOP,TOP,US,Airport,39.0667,-95.6167,America/Chicago,-5.0,Topeka - Phillip
TOS,TOS,NO,Airport,69.68138889,18.92166667,Europe/Oslo,2.0,Tromso
TOY,TOY,JP,Airport,36.6483,137.1875,Asia/Tokyo,9.0,Toyama
TPA,TPA,US,Airport,27.9756,-82.5333,America/New_York,-4.0,"Tampa International, FL"
TPE,TPE,TW,Airport,25.0778,121.2328,Asia/Taipei,8.0,Taipei - Taoyuan Intl
TRC,TRC,MX,Airport,25.5683,-103.4106,America/Mexico_City,-5.0,Torreon
TRD,TRD,NO,Airport,63.4575,10.9242,Europe/Oslo,2.0,Trondheim
TRG,TRG,NZ,Airport,-37.6733,176.1986,Pacific/Auckland,12.0,Tauranga
TRI,TTO,US,Airport,36.4753,-82.4075,America/New_York,-4.0,Bristol
TRN,TRN,IT,Airport,45.2025,7.6494,Europe/Rome,2.0,Turin
TRS,TRS,IT,Airport,45.8275,13.4722,Europe/Rome,2.0,Triest
TRU,TRU,PE,Airport,-8.0847,-79.1094,America/Lima,-5.0,Trujillo C. Martinez De Pinillos
TRV,TRV,IN,Airport,8.4822,76.92,Asia/Kolkata,5.5,Thiruvananthapuram
TRZ,TRZ,IN,Airport,10.7653,78.7097,Asia/Kolkata,5.5,TIRUCHCHIRAPPALLI
TSA,TPE,TW,Airport,25.0697,121.5525,Asia/Taipei,8.0,Taipei Songshan
TSE,TSE,KZ,Airport,51.0231,71.4669,Asia/Qyzylorda,5.0,Astana
TSJ,TSJ,JP,Airport,34.285,129.3306,Asia/Tokyo,9.0,Tsushima
TSN,TSN,CN,Airport,39.1244,117.3461,Asia/Shanghai,8.0,Tianjin
TSR,TSR,RO,Airport,45.81,21.3378,Europe/Bucharest,3.0,Timisoara – Traian Vuia International Airport
TTJ,TTJ,JP,Airport,35.53,134.1667,Asia/Tokyo,9.0,Tottori
TUC,TUC,AR,Airport,-26.8408,-65.1047,America/Argentina/Buenos_Aires,-3.0,Tucuman
TUL,TUL,US,Airport,36.1983,-95.8881,America/Chicago,-5.0,"Tulsa International, OK"
TUN,TUN,TN,Airport,36.8511,10.2272,Africa/Tunis,1.0,Tunis - Carthage International
TUO,TUO,NZ,Airport,-38.7408,176.085,Pacific/Auckland,12.0,Taupo
TUS,TUS,US,Airport,32.1161,-110.9411,America/Phoenix,-7.0,"Tucson International, AZ"
TVC,TVC,US,Airport,44.7414,-85.5822,America/New_York,-4.0,Traverse City
TWU,TWU,MY,Airport,4.3133,118.1219,Asia/Kuala_Lumpur,8.0,Tawau
TXG,TXG,TW,Airport,24.15,120.6461,Asia/Taipei,8.0,Taichung
TXL,BER,DE,Airport,52.56027778,13.29555556,Europe/Berlin,2.0,Berlin - Tegel
TXN,TXN,CN,Airport,29.7328,118.2572,Asia/Shanghai,8.0,Huangshan
TYN,TYN,CN,Airport,37.7469,112.6283,Asia/Shanghai,8.0,Taiyuan
TYR,TYR,US,Airport,32.3542,-95.4025,America/Chicago,-5.0,Tyler
TYS,TYS,US,Airport,35.8111,-83.9942,America/New_York,-4.0,"Knoxville, TN"
TZX,TZX,TR,Airport,40.995,39.7897,Europe/Istanbul,3.0,Trabzon
UBJ,UBJ,JP,Airport,33.93,131.2786,Asia/Tokyo,9.0,Ube
UBP,UBP,TH,Airport,15.2514,104.8703,Asia/Bangkok,7.0,Ubon Ratchathani - Muang Ubon
UDI,UDI,BR,Airport,-18.8828,-48.2256,America/Sao_Paulo,-3.0,Uberlandia
UDR,UDR,IN,Airport,24.6178,73.8961,Asia/Kolkata,5.5,Udaipur
UFA,UFA,RU,Airport,54.5575,55.8839,Asia/Yekaterinburg,5.0,Ufa
UIO,UIO,EC,Airport,-0.1239,-78.3561,America/Guayaquil,-5.0,Quito Mariscal Sucre Airport
UKB,OSA,JP,Airport,34.6328,135.2239,Asia/Tokyo,9.0,Osaka - Kobe
ULN,ULN,MN,Airport,47.8431,106.7667,Asia/Ulaanbaatar,8.0,Ulaan Baatar
ULY,ULY,RU,Airport,54.4011,48.8028,Europe/Moscow,3.0,Ulyanovsk
UME,UME,SE,Airport,63.7919,20.2828,Europe/Stockholm,2.0,Umea
UPG,UPG,ID,Airport,-5.0617,119.5542,Asia/Makassar,8.0,Ujung Pandang
URC,URC,CN,Airport,43.9072,87.4742,Asia/Shanghai,8.0,Urumqi
URT,URT,TH,Airport,9.1361,99.1392,Asia/Bangkok,7.0,Surat Thani
USH,USH,AR,Airport,-54.8433,-68.2956,America/Argentina/Buenos_Aires,-3.0,Ushuaia
USK,USK,RU,Airport,66.0044,57.3672,Europe/Moscow,3.0,Usinsk
USM,USM,TH,Airport,9.5503,100.0625,Asia/Bangkok,7.0,Ko Samui
USN,USN,KR,Airport,35.5936,129.3517,Asia/Seoul,9.0,Ulsan
UTH,UTH,TH,Airport,17.3864,102.7883,Asia/Bangkok,7.0,Udon Thani
UTN,UTN,ZA,Airport,-28.3992,21.2603,Africa/Johannesburg,2.0,Upington
UTT,UTT,ZA,Airport,-31.5478,28.6742,Africa/Johannesburg,2.0,Umtata
UUS,UUS,RU,Airport,46.8886,142.7175,Asia/Sakhalin,11.0,Yuzhno Sakhalinsk
UVF,SLU,LC,Airport,13.7333,-60.9525,America/St_Lucia,-4.0,Saint Lucia - Hewanorra
VAA,VAA,FI,Airport,63.0506,21.7622,Europe/Helsinki,3.0,Vaasa
VAN,VAN,TR,Airport,38.4683,43.3322,Europe/Istanbul,3.0,Van
VAR,VAR,BG,Airport,43.2319,27.825,Europe/Sofia,3.0,Varna
VAS,VAS,TR,Airport,39.8139,36.9036,Europe/Istanbul,3.0,Sivas
VBY,VBY,SE,Airport,57.6628,18.3461,Europe/Stockholm,2.0,Visby
VCE,VCE,IT,Airport,45.5053,12.3519,Europe/Rome,2.0,Venice - Marco Polo
VCP,SAO,BR,Airport,-23.0081,-47.1347,America/Sao_Paulo,-3.0,Sao Paulo
VCT,VCT,US,Airport,28.8525,-96.9186,America/Chicago,-5.0,Victoria
VDA,VDA,IL,Airport,29.9403,34.9358,Asia/Jerusalem,3.0,Ovda
VEL,VEL,US,Airport,40.4433,-109.5108,America/Denver,-6.0,Vernal
VER,VER,MX,Airport,19.1458,-96.1872,America/Mexico_City,-5.0,Vera Cruz
VFA,VFA,ZW,Airport,-18.0958,25.8389,Africa/Harare,2.0,Victoria Falls
VGA,VGA,IN,Airport,16.5306,80.7969,Asia/Kolkata,5.5,Vijayawada
VGO,VGO,ES,Airport,42.2317,-8.6267,Europe/Madrid,2.0,Vigo
VIE,VIE,AT,Airport,48.1103,16.5781,Europe/Vienna,2.0,Vienna International
VIX,VIX,BR,Airport,-20.2581,-40.2864,America/Sao_Paulo,-3.0,Vitoria
VKO,MOW,RU,Airport,55.5917,37.2614,Europe/Moscow,3.0,Moscow - Vnukovo
VLC,VLC,ES,Airport,39.4894,-0.4817,Europe/Madrid,2.0,Valencia
VLN,VLN,VE,Airport,10.1497,-67.9283,America/Caracas,-4.0,Valencia
VNO,VNO,LT,Airport,54.6342,25.2858,Europe/Vilnius,3.0,Vilnius
VNS,VNS,IN,Airport,25.4522,82.8594,Asia/Kolkata,5.5,Varanasi
VNX,VNX,MZ,Airport,-22.0183,35.3133,Africa/Maputo,2.0,Vilankulos
VOG,VOG,RU,Airport,48.7825,44.3456,Europe/Moscow,3.0,Volgograd
VOL,VOL,GR,Airport,39.2197,22.7944,Europe/Athens,3.0,Volos
VOZ,VOZ,RU,Airport,51.8142,39.2297,Europe/Moscow,3.0,Voronezh
VPS,VPS,US,Airport,30.4867,-86.52,America/Chicago,-5.0,Valparaiso - Fort Walton Beach
VRA,VRA,CU,Airport,23.0344,-81.4353,America/Havana,-4.0,Varadero
VRN,VRN,IT,Airport,45.3964,10.8881,Europe/Rome,2.0,Verona
VSA,VSA,MX,Airport,17.9969,-92.8175,America/Mexico_City,-5.0,Villahermosa
VTE,VTE,LA,Airport,17.9883,102.5633,Asia/Vientiane,7.0,Vientiane
VTZ,VTZ,IN,Airport,17.7211,83.2244,Asia/Kolkata,5.5,Vishakhapatnam
VVI,SRZ,BO,Airport,-17.6447,-63.1353,America/La_Paz,-4.0,Santa Cruz - Viru Viru International
VVO,VVO,RU,Airport,43.3989,132.1481,Asia/Vladivostok,10.0,Vladivostok
VXE,VXE,CV,Airport,16.8336,-25.0547,Atlantic/Cape_Verde,-1.0,Sao Vicente
WAG,WAG,NZ,Airport,-39.9625,175.0231,Pacific/Auckland,12.0,Wanganui
WAW,WAW,PL,Airport,52.1658,20.9672,Europe/Warsaw,2.0,Warsaw
WDH,WDH,NA,Airport,-22.48333333,17.46666667,Africa/Windhoek,2.0,Windhoek - International
WDS,EJQ,CN,Airport,32.5933,110.9061,Asia/Urumqi,6.0,Shiyan Wudangshan
WEH,WEH,CN,Airport,37.1872,122.2289,Asia/Shanghai,8.0,Weihai
WKJ,WKJ,JP,Airport,45.4042,141.8008,Asia/Tokyo,9.0,Wakkanai
WLG,WLG,NZ,Airport,-41.3269,174.8069,Pacific/Auckland,12.0,Wellington International
WNZ,WNZ,CN,Airport,27.9131,120.8522,Asia/Shanghai,8.0,Wenzhou
WRE,WRE,NZ,Airport,-35.7689,174.3639,Pacific/Auckland,12.0,Whangarei
WRG,WRG,US,Airport,56.4844,-132.3697,America/Anchorage,-8.0,Wrangell
WRL,WRL,US,Airport,43.9644,-107.9531,America/Denver,-6.0,Worland
WRO,WRO,PL,Airport,51.1028,16.8858,Europe/Warsaw,2.0,Wroclaw
WUH,WUH,CN,Airport,30.7839,114.2081,Asia/Shanghai,8.0,Wuhan
WUX,WUX,CN,Airport,31.4947,120.4294,Asia/Shanghai,8.0,Wuxi
WVB,WVB,NA,Airport,-22.98,14.6453,Africa/Windhoek,2.0,Walvis Bay
WXN,WXN,CN,Airport,30.8039,108.4272,Asia/Shanghai,8.0,Wanzhou
XAP,XAP,BR,Airport,-27.1342,-52.6567,America/Sao_Paulo,-3.0,Chapeco Serafin Enoss Bertaso
XER,SXB,FR,Airport,48.5853,7.7356,Europe/Paris,2.0,Strasbourg Bus Station
XFN,XFN,CN,Airport,32.1506,112.2908,Asia/Shanghai,8.0,Xiangyang
XIC,XIC,CN,Airport,27.9892,102.1844,Asia/Urumqi,6.0,Xichang Qingshan
XIL,XIL,CN,Airport,43.9156,115.9633,Asia/Shanghai,8.0,Xilnhot
XIY,SIA,CN,Airport,34.4478,108.7539,Asia/Shanghai,8.0,Xi'An - Xianyang
XMN,XMN,CN,Airport,24.5442,118.1278,Asia/Shanghai,8.0,Xiamen
XNA,FYV,US,Airport,36.0047,-94.17,America/Chicago,-5.0,"Fayetteville, AR"
XNN,XNN,CN,Airport,36.5286,102.0403,Asia/Shanghai,8.0,Xining
XRY,XRY,ES,Airport,36.7447,-6.06,Europe/Madrid,2.0,Jerez De La Frontera - La Parra
XUZ,XUZ,CN,Airport,34.2294,117.2458,Asia/Shanghai,8.0,Xuzhou
YAK,YAK,US,Airport,59.5092,-139.66,America/Anchorage,-8.0,Yakutat
YAM,YAM,CA,Airport,46.485,-84.5094,America/Toronto,-4.0,Sault Sainte Marie
YAO,YAO,CM,Airport,3.8336,11.5236,Africa/Douala,1.0,Yaounde Downtown
YAP,YAP,FM,Airport,9.4989,138.0825,Pacific/Chuuk,10.0,Yap International
YBC,YBC,CA,Airport,49.1325,-68.2044,America/Toronto,-4.0,Baie Comeau
YBG,YBG,CA,Airport,48.3322,-70.9925,America/Toronto,-4.0,Bagotville
YBL,YBL,CA,Airport,49.9508,-125.2706,America/Vancouver,-7.0,Campbell River
YCD,YCD,CA,Airport,49.0522,-123.8703,America/Vancouver,-7.0,Nanaimo - Cassidy
YCG,YCG,CA,Airport,49.2964,-117.6325,America/Vancouver,-7.0,Castlegar
YCU,YCU,CN,Airport,35.1164,111.0336,Asia/Shanghai,8.0,Yuncheng - Guangong
YDF,YDF,CA,Airport,49.2108,-57.3914,America/St_Johns,-2.5,Deer Lake
YEG,YEA,CA,Airport,53.30416667,-113.5916667,America/Edmonton,-6.0,Edmonton - International
YFB,YFB,CA,Airport,63.7564,-68.5558,America/Toronto,-4.0,Iqaluit
YFC,YFC,CA,Airport,45.8689,-66.53,America/Halifax,-3.0,Fredericton
YGJ,YGJ,JP,Airport,35.4922,133.2364,Asia/Tokyo,9.0,Yonago
YGK,YGK,CA,Airport,44.2253,-76.5969,America/Toronto,-4.0,Kingston
YGP,YGP,CA,Airport,48.7753,-64.4786,America/Toronto,-4.0,Gaspe
YGR,YGR,CA,Airport,47.4247,-61.7803,America/Halifax,-3.0,Iles De La Madeleine
YHM,YTO,CA,Airport,43.1619,-79.9281,America/Iqaluit,-4.0,Toronto John C Munro Hamilton
YHZ,YHZ,CA,Airport,44.8869,-63.5128,America/Halifax,-3.0,Halifax - International
YIH,YIH,CN,Airport,30.5569,111.4797,Asia/Shanghai,8.0,Yichang
YIN,YIN,CN,Airport,43.9553,81.3289,Asia/Jakarta,7.0,Yining
YIW,YIW,CN,Airport,29.345,120.0325,Asia/Urumqi,6.0,Yiwu
YKA,YKA,CA,Airport,50.7022,-120.4444,America/Vancouver,-7.0,Kamloops
YKM,YKM,US,Airport,46.5681,-120.5408,America/Los_Angeles,-7.0,Yakima Air Terminal
YLW,YLW,CA,Airport,49.9561,-119.3778,America/Vancouver,-7.0,Kelowna
YMM,YMM,CA,Airport,56.6533,-111.2219,America/Edmonton,-6.0,Fort McMurray
YNB,YNB,SA,Airport,24.1442,38.0633,Asia/Riyadh,3.0,Yanbu Al Bahr
YNJ,YNJ,CN,Airport,42.8828,129.4514,Asia/Shanghai,8.0,Yanji
YNT,YNT,CN,Airport,37.6572,120.9872,Asia/Shanghai,8.0,Yantai
YNZ,YNZ,CN,Airport,33.4261,120.2031,Asia/Shanghai,8.0,Yancheng
YOW,YOW,CA,Airport,45.3225,-75.6692,America/Toronto,-4.0,Ottawa - International
YPR,YPR,CA,Airport,54.2861,-130.4447,America/Vancouver,-7.0,Prince Rupert - Digby Island
YQB,YQB,CA,Airport,46.7911,-71.3933,America/Toronto,-4.0,Quebec
YQG,YQG,CA,Airport,42.2706,-82.9619,America/Toronto,-4.0,Windsor
YQL,YQL,CA,Airport,49.6297,-112.7903,America/Edmonton,-6.0,Lethbridge
YQM,YQM,CA,Airport,46.1069,-64.6925,America/Halifax,-3.0,Moncton
YQQ,YQQ,CA,Airport,49.7108,-124.8867,America/Vancouver,-7.0,Comox
YQR,YQR,CA,Airport,50.4294,-104.6572,America/Regina,-6.0,Regina
YQT,YQT,CA,Airport,48.3719,-89.3239,America/Toronto,-4.0,Thunder Bay
YQU,YQU,CA,Airport,55.1797,-118.885,America/Edmonton,-6.0,Grande Prairie
YQX,YQX,CA,Airport,48.9478,-54.56,America/St_Johns,-2.5,Gander
YQY,YQY,CA,Airport,46.1614,-60.0478,America/Halifax,-3.0,Sydney
YQZ,YQZ,CA,Airport,53.0261,-122.5103,America/Vancouver,-7.0,Quesnel
YSB,YSB,CA,Airport,46.625,-80.7989,America/Toronto,-4.0,Sudbury
YSJ,YSJ,CA,Airport,45.3206,-65.8822,America/Halifax,-3.0,Saint John
YTS,YTS,CA,Airport,48.5697,-81.3767,America/Toronto,-4.0,Timmins
YTY,YTY,CN,Airport,32.5631,119.7189,Asia/Urumqi,6.0,Yangzhou Taizhoui
YTZ,YTO,CA,Airport,43.6275,-79.3961,America/Iqaluit,-4.0,Toronto Bishop Billy City A/P
YUL,YMQ,CA,Airport,45.4706,-73.7408,America/Toronto,-4.0,Montreal - Pierre Elliott Trudeau
YUY,YUY,CA,Airport,48.2061,-78.8356,America/Toronto,-4.0,Rouyn
YVO,YVO,CA,Airport,48.0533,-77.7828,America/Toronto,-4.0,Val D'Or
YVR,YVR,CA,Airport,49.1939,-123.1844,America/Vancouver,-7.0,Vancouver - International
YWG,YWG,CA,Airport,49.9,-97.23333333,America/Winnipeg,-5.0,Winnipeg
YWK,YWK,CA,Airport,52.9219,-66.8644,America/Halifax,-3.0,Wabush
YWL,YWL,CA,Airport,52.1831,-122.0542,America/Vancouver,-7.0,Williams Lake
YXC,YXC,CA,Airport,49.6108,-115.7822,America/Edmonton,-6.0,Cranbrook
YXE,YXE,CA,Airport,52.1708,-106.6997,America/Regina,-6.0,Saskatoon
YXH,YXH,CA,Airport,50.0172,-110.7231,America/Edmonton,-6.0,Medicine Hat
YXJ,YXJ,CA,Airport,56.2381,-120.7403,America/Dawson_Creek,-7.0,Fort Saint John
YXS,YXS,CA,Airport,53.8819,-122.6758,America/Vancouver,-7.0,Prince George
YXT,YXT,CA,Airport,54.4686,-128.5761,America/Vancouver,-7.0,Terrace
YXU,YXU,CA,Airport,43.0356,-81.1539,America/Toronto,-4.0,London (CA)
YXX,YXX,CA,Airport,49.0253,-122.3606,America/Vancouver,-7.0,Abbotsford
YXY,YXY,CA,Airport,60.7094,-135.0672,America/Vancouver,-7.0,Whitehorse
YYB,YYB,CA,Airport,46.3636,-79.4228,America/Toronto,-4.0,North Bay
YYC,YYC,CA,Airport,51.11388889,-114.0202778,America/Edmonton,-6.0,Calgary
YYD,YYD,CA,Airport,54.8247,-127.1828,America/Vancouver,-7.0,Smithers
YYF,YYF,CA,Airport,49.4631,-119.6022,America/Vancouver,-7.0,Penticton
YYG,YYG,CA,Airport,46.2892,-63.1256,America/Halifax,-3.0,Charlottetown
YYJ,YYJ,CA,Airport,48.6469,-123.4258,America/Vancouver,-7.0,Victoria - International
YYR,YYR,CA,Airport,53.3194,-60.4106,America/Halifax,-3.0,Goose Bay
YYT,YYT,CA,Airport,47.61861111,-52.75194444,America/St_Johns,-2.5,Saint John's
YYY,YYY,CA,Airport,48.6086,-68.2081,America/Toronto,-4.0,Mont Joli
YYZ,YTO,CA,Airport,43.6772,-79.6306,America/Toronto,-4.0,Toronto - Pearson Int'l (Lester)
YZF,YZF,CA,Airport,62.4686,-114.4431,America/Edmonton,-6.0,Yellowknife
YZP,YZP,CA,Airport,53.2544,-131.8139,America/Vancouver,-7.0,Sandspit
YZR,YZR,CA,Airport,42.9994,-82.3089,America/Toronto,-4.0,Sarnia
YZV,YZV,CA,Airport,50.2233,-66.2656,America/Toronto,-4.0,Sept-Iles
ZAD,ZAD,HR,Airport,44.1083,15.3467,Europe/Zagreb,2.0,Zadar
ZAG,ZAG,HR,Airport,45.7431,16.0689,Europe/Zagreb,2.0,Zagreb
ZAL,ZAL,CL,Airport,-39.6494,-73.0864,America/Santiago,-4.0,Valdivia
ZAQ,NUE,DE,RailwayStation,49.445,11.0825,Europe/Berlin,2.0,Nuremberg Rail Station
ZBF,ZBF,CA,Airport,47.6297,-65.7389,America/Halifax,-3.0,Bathurst
ZCL,ZCL,MX,Airport,22.8972,-102.6869,America/Mexico_City,-5.0,Zacatecas
ZCO,ZCO,CL,Airport,-38.9269,-72.6469,America/Santiago,-4.0,Temuco
ZDH,ZDH,CH,RailwayStation,47.5478,7.5897,Europe/Zurich,2.0,Basel SBB Railway Station
ZFV,PHL,US,RailwayStation,39.9558,-75.1822,America/New_York,-4.0,Philadelphia 30th Street Rail Station
ZHA,ZHA,CN,Airport,21.2153,110.3583,Asia/Urumqi,6.0,Zhanjiang
ZIH,ZIH,MX,Airport,17.6017,-101.4606,America/Mexico_City,-5.0,Ixtapa/Zihuatanejo International
ZLO,ZLO,MX,Airport,19.1447,-104.5586,America/Mexico_City,-5.0,Manzanillo
